timestamp;total_power_import_kwh;total_power_export_kwh;active_power_w;active_voltage_l1_v;active_current_a;active_power_average_w;montly_power_peak_w;montly_power_peak_timestamp;total_gas_m3
2025-11-02:13:53:20;17945.746;3238.967;-9;227.2;1.1;15;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:54:20;17945.746;3238.967;-108;225;1.18;17;2379;2025-11-02:13:00:00;8734.657
2025-11-02:13:55:20;17945.746;3238.967;35;228.2;1.61;19;2379;2025-11-02:13:00:00;8734.674
2025-11-02:13:56:20;17945.747;3238.967;-22;226.8;1.88;24;2379;2025-11-02:13:00:00;8734.674
2025-11-02:13:57:20;17945.747;3238.967;-58;229.8;1.72;26;2379;2025-11-02:13:00:00;8734.674
2025-11-02:13:58:20;17945.747;3238.967;82;226.6;1.79;28;2379;2025-11-02:13:00:00;8734.674
2025-11-02:13:59:21;17945.747;3238.967;2;227;1.47;30;2379;2025-11-02:13:00:00;8734.674
2025-11-02:14:00:21;17945.747;3238.967;0;226.6;2.61;2;2379;2025-11-02:13:00:00;8734.674
2025-11-02:14:01:21;17945.747;3238.967;-4;227.3;2.4;2;2379;2025-11-02:13:00:00;8734.903
2025-11-02:14:02:21;17945.747;3238.967;12;227.3;3.11;3;2379;2025-11-02:13:00:00;8734.903
2025-11-02:14:03:21;17945.747;3238.967;3;227.3;3.18;4;2379;2025-11-02:13:00:00;8734.903
2025-11-02:14:04:21;17945.747;3238.967;-22;228;3.14;4;2379;2025-11-02:13:00:00;8734.903
2025-11-02:14:05:21;17945.747;3238.967;-4;228.6;3.02;4;2379;2025-11-02:13:00:00;8735.077
2025-11-02:14:06:21;17945.747;3238.967;14;227.8;3.04;4;2379;2025-11-02:13:00:00;8735.077
2025-11-02:14:07:22;17945.747;3238.967;-13;228.1;1.11;5;2379;2025-11-02:13:00:00;8735.077
2025-11-02:14:08:22;17945.747;3238.967;-10;227.3;1.13;5;2379;2025-11-02:13:00:00;8735.077
2025-11-02:14:09:22;17945.747;3238.967;42;227.5;1.28;5;2379;2025-11-02:13:00:00;8735.077
2025-11-02:14:10:22;17945.747;3238.967;33;228.3;1.28;6;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:11:22;17945.747;3238.967;35;228;1.31;8;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:12:22;17945.747;3238.967;30;227.7;1.3;9;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:13:22;17945.747;3238.967;25;227.8;1.39;10;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:14:22;17945.747;3238.967;-10;227.8;1.23;11;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:15:22;17945.747;3238.967;0;228.3;1.19;0;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:16:22;17945.747;3238.967;0;229.3;1.22;0;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:17:22;17945.747;3238.967;-11;230.1;1.2;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:18:22;17945.747;3238.967;-25;230.4;1.24;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:19:23;17945.747;3238.967;-38;229.5;1.31;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:20:23;17945.747;3238.968;-26;229.5;1.3;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:21:23;17945.747;3238.968;0;231.8;1.15;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:22:23;17945.747;3238.968;-3;230;1.19;2;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:23:23;17945.747;3238.968;-63;229.5;1.3;3;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:24:23;17945.747;3238.968;3;229.4;1.2;4;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:25:23;17945.747;3238.968;28;229.4;1.2;5;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:26:23;17945.747;3238.968;19;229.8;1.24;5;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:27:23;17945.747;3238.968;41;229.8;1.2;7;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:28:23;17945.747;3238.968;41;230;1.34;8;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:29:23;17945.747;3238.968;6;229.7;1.18;9;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:30:23;17945.747;3238.968;-19;229.7;1.19;0;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:31:23;17945.747;3238.968;12;229.2;1.24;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:32:23;17945.747;3238.968;-20;229.2;1.21;2;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:33:23;17945.747;3238.968;39;228.4;1.36;2;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:34:23;17945.747;3238.968;28;228.1;1.2;5;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:35:24;17945.748;3238.968;105;229.2;1.32;8;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:36:24;17945.748;3238.968;-50;229.9;1.24;10;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:37:24;17945.748;3238.968;9;229;1.26;12;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:38:24;17945.748;3238.968;31;229.6;1.55;14;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:39:24;17945.748;3238.968;21;227.9;1.24;15;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:40:24;17945.748;3238.968;6;227.8;1.01;16;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:41:24;17945.748;3238.968;22;229;1.04;19;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:42:24;17945.748;3238.968;-9;228.6;1.13;20;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:43:24;17945.748;3238.968;-213;228.4;1.43;21;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:44:24;17945.748;3238.968;-8;228.9;1.1;26;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:45:24;17945.748;3238.968;12;229;1.1;0;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:46:24;17945.748;3238.968;15;228.1;1.14;0;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:47:24;17945.748;3238.968;0;227.6;1.15;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:48:24;17945.748;3238.968;7;226.4;1.11;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:49:24;17945.748;3238.968;0;226.4;1.11;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:50:24;17945.748;3238.968;5;229.4;1.01;2;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:51:24;17945.748;3238.968;4;229.3;1.02;2;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:52:24;17945.748;3238.968;0;229.3;1.02;2;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:53:24;17945.748;3238.968;14;229.5;1.02;2;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:54:25;17945.748;3238.968;5;229.4;0.99;2;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:55:25;17945.748;3238.968;5;229.9;0.99;3;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:56:25;17945.748;3238.968;-18;230.2;0.99;3;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:57:25;17945.748;3238.968;0;231.3;0.98;3;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:58:25;17945.748;3238.968;0;230.1;1.01;3;2379;2025-11-02:13:00:00;8735.107
2025-11-02:14:59:25;17945.748;3238.968;6;230.6;0.98;3;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:00:25;17945.748;3238.968;-2;230.8;1;0;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:01:25;17945.749;3238.968;-15;229.9;1.01;0;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:02:25;17945.749;3238.968;9;228.6;1.01;0;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:03:25;17945.749;3238.968;15;228.2;1.02;0;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:04:25;17945.749;3238.968;8;228.4;1.01;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:05:25;17945.749;3238.968;7;229;1;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:06:25;17945.749;3238.968;-4;229;1;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:07:25;17945.749;3238.968;-3;229.5;1;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:08:25;17945.749;3238.968;0;230.9;1;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:09:26;17945.749;3238.968;5;229;1;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:10:26;17945.749;3238.968;-14;230.4;1.01;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:11:26;17945.749;3238.968;-11;230.3;1.21;2;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:12:26;17945.749;3238.968;-4;230.8;1.36;4;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:13:26;17945.749;3238.968;3;230.5;1.37;4;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:14:26;17945.749;3238.968;0;230.2;1.35;4;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:15:26;17945.749;3238.968;-5;229.9;1.36;0;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:16:26;17945.749;3238.968;-3;229.5;1.36;0;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:17:26;17945.749;3238.968;4;229.3;1.6;0;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:18:26;17945.749;3238.968;0;228.8;1.38;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:19:26;17945.749;3238.968;0;229;1.28;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:20:26;17945.749;3238.968;-8;230.3;1.27;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:21:26;17945.749;3238.968;3;230.6;1.27;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:22:26;17945.749;3238.968;20;228.6;1.28;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:23:26;17945.749;3238.968;-5;228.6;1.28;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:24:26;17945.749;3238.968;0;228.9;1.24;2;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:25:26;17945.749;3238.968;-6;228.6;1.25;2;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:26:26;17945.749;3238.968;8;228.4;1.23;2;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:27:26;17945.749;3238.968;12;227.7;1.24;2;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:28:27;17945.749;3238.968;0;227.7;1.25;3;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:29:27;17945.749;3238.968;3;227.9;1.22;3;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:30:27;17945.749;3238.968;36;227.8;1.24;0;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:31:27;17945.749;3238.968;11;228.4;1.26;0;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:32:27;17945.749;3238.968;27;227.7;1.36;1;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:33:27;17945.749;3238.968;8;228.2;1.34;2;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:34:27;17945.749;3238.968;4;227.9;1.39;2;2379;2025-11-02:13:00:00;8735.107
2025-11-02:15:35:27;17945.749;3238.968;-16;227.9;1.38;3;2379;2025-11-02:13:00:00;8735.161
2025-11-02:15:36:27;17945.749;3238.968;-6;228.4;1.41;3;2379;2025-11-02:13:00:00;8735.161
2025-11-02:15:37:27;17945.749;3238.968;-4;228.9;1.4;3;2379;2025-11-02:13:00:00;8735.161
2025-11-02:15:38:27;17945.749;3238.968;2;229.1;1.4;3;2379;2025-11-02:13:00:00;8735.161
2025-11-02:15:39:27;17945.749;3238.968;10;228.5;1.41;3;2379;2025-11-02:13:00:00;8735.161
2025-11-02:15:40:27;17945.749;3238.968;0;228;1.39;3;2379;2025-11-02:13:00:00;8735.385
2025-11-02:15:41:27;17945.749;3238.968;-19;228.1;1.42;4;2379;2025-11-02:13:00:00;8735.385
2025-11-02:15:42:27;17945.749;3238.968;0;228;1.38;4;2379;2025-11-02:13:00:00;8735.385
2025-11-02:15:43:27;17945.749;3238.968;0;228.2;1.39;4;2379;2025-11-02:13:00:00;8735.385
2025-11-02:15:44:27;17945.749;3238.968;0;228.7;1.39;4;2379;2025-11-02:13:00:00;8735.385
2025-11-02:15:45:27;17945.749;3238.968;0;228.3;1.38;0;2379;2025-11-02:13:00:00;8735.385
2025-11-02:15:46:27;17945.749;3238.968;-3;228.1;1.35;0;2379;2025-11-02:13:00:00;8735.385
2025-11-02:15:47:28;17945.749;3238.968;-5;228.1;1.37;0;2379;2025-11-02:13:00:00;8735.67
2025-11-02:15:48:28;17945.749;3238.968;0;227.9;1.34;0;2379;2025-11-02:13:00:00;8735.67
2025-11-02:15:49:28;17945.749;3238.968;0;228.2;1.24;0;2379;2025-11-02:13:00:00;8735.67
2025-11-02:15:50:28;17945.749;3238.968;-3;228.7;1.19;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:15:51:28;17945.75;3238.968;0;228.7;1.43;3;2379;2025-11-02:13:00:00;8735.703
2025-11-02:15:52:28;17945.75;3238.968;-4;229.1;1.44;3;2379;2025-11-02:13:00:00;8735.703
2025-11-02:15:53:28;17945.75;3238.968;0;228.4;1.44;3;2379;2025-11-02:13:00:00;8735.703
2025-11-02:15:54:28;17945.75;3238.968;0;228.7;1.43;3;2379;2025-11-02:13:00:00;8735.703
2025-11-02:15:55:28;17945.75;3238.968;0;228.9;1.4;3;2379;2025-11-02:13:00:00;8735.703
2025-11-02:15:56:28;17945.75;3238.968;0;229.3;1.27;3;2379;2025-11-02:13:00:00;8735.703
2025-11-02:15:57:28;17945.75;3238.968;13;229.4;1;3;2379;2025-11-02:13:00:00;8735.703
2025-11-02:15:58:28;17945.75;3238.968;-4;228.5;0.99;4;2379;2025-11-02:13:00:00;8735.703
2025-11-02:15:59:28;17945.75;3238.968;16;228.4;0.98;4;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:00:28;17945.75;3238.968;6;227.5;1.01;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:01:28;17945.75;3238.968;27;227;1.07;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:02:28;17945.75;3238.968;0;227;1;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:03:28;17945.75;3238.968;0;226.6;0.98;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:04:29;17945.75;3238.968;-3;226.7;0.99;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:05:29;17945.75;3238.968;-4;226.3;1;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:06:29;17945.75;3238.968;4;226.9;1.04;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:07:29;17945.75;3238.968;-4;225.8;1.05;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:08:29;17945.75;3238.968;9;225.8;1.05;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:09:29;17945.75;3238.968;0;224.1;1.06;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:10:29;17945.75;3238.968;-6;224.3;1.05;2;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:11:29;17945.75;3238.968;-3;225.4;1.02;2;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:12:29;17945.75;3238.968;-3;223.8;1.13;2;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:13:29;17945.75;3238.968;0;223.4;1.2;2;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:14:29;17945.75;3238.968;-3;223.9;1.11;3;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:15:29;17945.75;3238.968;10;223.6;1.14;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:16:29;17945.75;3238.968;6;224;1.13;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:17:29;17945.75;3238.968;6;223.2;1.13;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:18:29;17945.75;3238.968;3;223.6;1.16;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:19:29;17945.75;3238.968;3;224;1.17;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:20:29;17945.75;3238.968;0;223.1;1.05;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:21:30;17945.75;3238.968;12;222.3;1.06;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:22:30;17945.75;3238.968;4;222.9;1.04;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:23:30;17945.75;3238.968;7;222.9;1.04;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:24:30;17945.75;3238.968;3;223.2;1.05;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:25:30;17945.75;3238.968;-9;223;1.03;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:26:30;17945.75;3238.968;0;224.3;1.02;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:27:30;17945.75;3238.968;11;223;1.05;2;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:28:30;17945.75;3238.968;0;226;1.02;2;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:29:30;17945.751;3238.968;0;226.2;1.26;4;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:30:30;17945.751;3238.968;4;224.6;1.24;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:31:30;17945.751;3238.968;-2;224.5;1.29;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:32:30;17945.751;3238.968;-5;224.4;1.26;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:33:30;17945.751;3238.968;11;226.3;1.26;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:34:30;17945.751;3238.968;5;224.5;1.26;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:35:30;17945.751;3238.968;8;225.4;1;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:36:30;17945.751;3238.968;2;226;1;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:37:30;17945.751;3238.968;6;225.3;1.18;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:38:30;17945.751;3238.968;0;224.7;1.19;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:39:31;17945.751;3238.968;0;224.7;1.18;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:40:31;17945.751;3238.968;5;225.1;1.17;2;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:41:31;17945.751;3238.968;-11;225.4;1.18;2;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:42:31;17945.751;3238.968;5;225;1.19;2;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:43:31;17945.751;3238.968;-11;224.8;1.28;2;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:44:31;17945.751;3238.968;0;224.1;1.23;2;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:45:31;17945.751;3238.968;0;224.2;1.28;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:46:31;17945.751;3238.968;4;225.5;1.27;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:47:31;17945.751;3238.968;3;224.5;1.25;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:48:31;17945.751;3238.968;0;223.6;1.27;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:49:31;17945.751;3238.968;10;223.9;1.26;0;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:50:31;17945.751;3238.968;0;225.2;1.19;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:51:31;17945.751;3238.968;13;221.5;1.2;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:52:31;17945.751;3238.968;3;221.5;1.26;1;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:53:32;17945.751;3238.968;-6;221.9;1.37;2;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:54:32;17945.751;3238.968;707;221.1;3.44;3;2379;2025-11-02:13:00:00;8735.703
2025-11-02:16:55:32;17945.763;3238.968;711;220.9;3.46;51;2379;2025-11-02:13:00:00;8735.727
2025-11-02:16:56:32;17945.771;3238.968;403;221.2;2.2;84;2379;2025-11-02:13:00:00;8735.727
2025-11-02:16:57:32;17945.778;3238.968;392;222.9;2.14;110;2379;2025-11-02:13:00:00;8735.727
2025-11-02:16:58:32;17945.785;3238.968;438;222.7;2.34;137;2379;2025-11-02:13:00:00;8735.727
2025-11-02:16:59:32;17945.792;3238.968;442;224.5;2.36;166;2379;2025-11-02:13:00:00;8735.727
2025-11-02:17:00:32;17945.8;3238.968;532;224.4;2.77;29;2379;2025-11-02:13:00:00;8735.727
2025-11-02:17:01:32;17945.809;3238.968;470;223.1;2.51;63;2379;2025-11-02:13:00:00;8735.939
2025-11-02:17:02:32;17945.817;3238.968;472;224.8;2.5;94;2379;2025-11-02:13:00:00;8735.939
2025-11-02:17:03:32;17945.825;3238.968;408;224.3;2.23;127;2379;2025-11-02:13:00:00;8735.939
2025-11-02:17:04:32;17945.831;3238.968;410;224.1;2.23;154;2379;2025-11-02:13:00:00;8735.939
2025-11-02:17:05:32;17945.838;3238.968;417;226.9;2.24;182;2379;2025-11-02:13:00:00;8736.127
2025-11-02:17:06:32;17945.845;3238.968;381;227;2.1;209;2379;2025-11-02:13:00:00;8736.127
2025-11-02:17:07:32;17945.852;3238.968;384;225.3;2.14;235;2379;2025-11-02:13:00:00;8736.127
2025-11-02:17:08:32;17945.858;3238.968;386;225.8;2.13;261;2379;2025-11-02:13:00:00;8736.127
2025-11-02:17:09:32;17945.865;3238.968;425;226.4;2.31;286;2379;2025-11-02:13:00:00;8736.127
2025-11-02:17:10:32;17945.872;3238.968;422;226;2.32;314;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:11:33;17945.879;3238.968;421;224.4;2.31;342;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:12:33;17945.886;3238.968;420;224.8;2.3;370;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:13:33;17945.893;3238.968;418;225.4;2.3;398;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:14:33;17945.9;3238.968;438;224.2;2.45;427;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:15:33;17945.906;3238.968;334;224.9;1.96;22;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:16:33;17945.912;3238.968;334;225.3;1.96;45;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:17:33;17945.917;3238.968;333;224.9;1.94;67;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:18:33;17945.923;3238.968;334;226.3;1.93;89;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:19:33;17945.928;3238.968;336;225.1;1.96;112;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:20:33;17945.934;3238.968;336;224.8;1.96;134;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:21:33;17945.94;3238.968;337;226.6;1.94;157;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:22:33;17945.945;3238.968;315;224.9;1.81;178;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:23:33;17945.95;3238.968;313;224.8;1.78;199;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:24:33;17945.956;3238.968;448;225.9;2.34;223;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:25:33;17945.964;3238.968;499;225.6;2.57;253;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:26:33;17945.971;3238.968;388;227.9;2.03;282;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:27:33;17945.978;3238.968;427;228.4;2.18;310;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:28:34;17945.985;3238.968;379;225.5;2.01;336;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:29:34;17945.991;3238.968;380;225.8;2.02;361;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:30:34;17945.997;3238.968;379;224.6;2.02;23;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:31:34;17946.004;3238.968;379;224.3;2.02;48;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:32:34;17946.01;3238.968;376;224;2.01;74;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:33:34;17946.016;3238.968;377;224.4;2.01;99;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:34:34;17946.023;3238.968;375;224;2;124;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:35:34;17946.029;3238.968;408;224.9;2.17;149;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:36:34;17946.037;3238.968;609;221.9;3;183;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:37:34;17946.048;3238.968;633;221.4;3.09;225;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:38:34;17946.058;3238.968;618;220.5;3.05;267;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:39:34;17946.07;3238.968;708;220.4;3.46;312;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:40:34;17946.082;3238.968;705;219.5;3.46;361;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:41:34;17946.094;3238.968;713;220.7;3.49;408;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:42:34;17946.105;3238.968;717;221.7;3.48;455;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:43:34;17946.117;3238.968;735;223.6;3.54;504;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:44:34;17946.13;3238.968;713;223.4;3.43;552;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:45:35;17946.142;3238.968;704;224.7;3.42;45;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:46:35;17946.153;3238.968;690;223.9;3.37;92;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:47:35;17946.165;3238.968;696;226.3;3.37;138;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:48:35;17946.178;3238.968;950;223;4.64;190;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:49:35;17946.194;3238.968;959;223.9;4.66;254;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:50:35;17946.21;3238.968;988;223.5;4.81;318;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:51:35;17946.226;3238.968;985;224.9;4.75;384;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:52:35;17946.243;3238.968;958;223.3;4.67;449;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:53:35;17946.259;3238.968;952;224.2;4.6;512;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:54:35;17946.273;3238.968;840;224;3.99;570;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:55:35;17946.287;3238.968;845;224.2;4.02;625;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:56:35;17946.301;3238.968;840;224.6;3.97;681;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:57:35;17946.315;3238.968;900;225;4.28;738;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:58:35;17946.33;3238.968;870;226.7;4.07;797;2379;2025-11-02:13:00:00;8736.326
2025-11-02:17:59:35;17946.342;3238.968;747;225.3;3.56;848;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:00:35;17946.355;3238.968;729;225.1;3.49;47;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:01:35;17946.367;3238.968;856;224.9;4.02;97;2379;2025-11-02:13:00:00;8736.326
